pid,gametime,fg2_rate,fg3_rate,home_team_name,tid,opp_1,dist_1,is_make,shot_distance
42,12.21666667,56,33,Bethlehem,1005,130770,4.667787943,FALSE,14.40358598
42,3.65,56,33,Bethlehem,1005,91598,4.698046033,TRUE,18.23775606
44,18.75,46,36,Bethlehem,1005,91598,10.54105351,FALSE,22.65709837
44,8.966666667,46,36,Bethlehem,1005,130772,3.67024097,TRUE,1.280355954
73,32.63333333,47,36,Bethlehem,1009,127480,9.842809256,TRUE,27.26344797
73,30.5,47,36,Bethlehem,1009,79755,6.904036494,FALSE,30.46596574
72,38.11666667,54,32,Bethlehem,1009,98371,6.534868332,FALSE,25.29227389
72,21.3,54,32,Bethlehem,1009,79754,6.152050922,FALSE,3.599296807
79,26,31,34,Bethlehem,1009,94366,8.632115119,FALSE,23.03147063
79,20.78333333,31,34,Bethlehem,1009,127480,11.30333184,TRUE,1.581449962
95,28.58333333,41,0,Bethlehem,1009,79759,12.29882947,FALSE,24.11939376
95,25.15,41,0,Bethlehem,1009,108156,2.636726014,FALSE,8.601715547
95,22.55,41,0,Bethlehem,1009,98371,6.6316644,TRUE,1.819742683
74,33.18333333,43,33,Bethlehem,1009,108156,10.89809172,TRUE,23.2764546
75,36.88333333,48,32,Bethlehem,1009,94366,12.84017208,FALSE,24.36248532
75,28.5,48,32,Bethlehem,1009,108156,12.06633721,TRUE,23.32121069
75,27.25,48,32,Bethlehem,1009,79755,3.259036909,FALSE,16.12476821
75,24.36666667,48,32,Bethlehem,1009,108156,3.871872175,FALSE,23.6731033
75,22.8,48,32,Bethlehem,1009,98371,10.20669535,FALSE,24.2337194
76,39.65,48,38,Bethlehem,1009,79759,12.06891588,FALSE,24.91913595
76,37.93333333,48,38,Bethlehem,1009,79755,5.179109126,TRUE,6.909163168
76,31.83333333,48,38,Bethlehem,1009,79755,4.212702043,TRUE,8.488532999
76,26.5,48,38,Bethlehem,1009,108156,1.327929869,TRUE,1.650301655
76,21.06666667,48,38,Bethlehem,1009,94366,13.80994687,TRUE,22.78229494
37,35.03333333,45,29,Bethlehem,1005,130770,7.44048003,TRUE,25.13745288
37,29.2,45,29,Bethlehem,1005,91605,6.922028163,FALSE,3.738502424
38,27.66666667,68,28,Bethlehem,1005,91605,4.896437995,FALSE,23.21461783
39,34.36666667,53,0,Bethlehem,1005,91597,2.597004022,FALSE,7.751761274
63,20.68333333,70,0,Bethlehem,1005,130770,4.913966757,FALSE,24.62189982
41,24.86666667,50,0,Bethlehem,1005,91605,4.065854353,TRUE,10.00077637
41,23.26666667,50,0,Bethlehem,1005,130772,11.98563194,FALSE,23.03077379
40,33.43333333,57,35,Bethlehem,1005,91597,4.223321742,TRUE,5.124319199
40,32.88333333,57,35,Bethlehem,1005,91603,3.820670242,TRUE,15.72186641
40,32.33333333,57,35,Bethlehem,1005,91603,1.606074227,FALSE,4.525424962
40,31.06666667,57,35,Bethlehem,1005,91603,9.125398583,TRUE,24.08840743
40,30.3,57,35,Bethlehem,1005,91603,8.472994636,FALSE,24.15926504
40,28.2,57,35,Bethlehem,1005,91603,3.597687526,TRUE,8.732147189
40,23.9,57,35,Bethlehem,1005,62500,2.061498264,FALSE,7.003575267
42,38.35,43,33,Bethlehem,1005,130770,2.63967179,FALSE,9.673083129
42,37.05,43,33,Bethlehem,1005,91603,7.748159164,FALSE,21.44878853
42,36.7,43,33,Bethlehem,1005,91605,2.347864556,FALSE,2.995624317
42,25.7,43,33,Bethlehem,1005,130770,4.034950381,TRUE,11.4575299
44,36.73333333,45,31,Bethlehem,1005,62500,5.064725488,FALSE,5.226593337
44,36.61666667,45,31,Bethlehem,1005,91603,8.92703783,FALSE,22.65223185
44,29.48333333,45,31,Bethlehem,1005,130770,7.355892778,FALSE,22.52577175
95,19.2,48,0,Ashford,1009,84709,3.028714692,FALSE,5.479772859
95,18.45,48,0,Ashford,1009,93793,8.352717741,TRUE,2.24778008
79,17.28333333,21,38,Ashford,1009,84709,6.689736543,TRUE,23.18340441
79,14.73333333,21,38,Ashford,1009,84721,11.62040738,FALSE,25.43053432
79,12.56666667,21,38,Ashford,1009,108030,6.738459603,TRUE,23.05391758
76,3.666666667,39,50,Ashford,1009,131866,0.981590922,FALSE,1.794358553
78,9.666666667,43,0,Ashford,1009,84719,9.091036552,FALSE,3.149307351
27,19.4,29,0,Ashford,1004,130772,3.637245822,FALSE,17.49475437
27,18.7,29,0,Ashford,1004,62500,3.214570314,FALSE,1.898050299
27,18.11666667,29,0,Ashford,1004,91605,3.358432952,FALSE,5.400152015
27,8.483333333,29,0,Ashford,1004,91602,1.712912708,TRUE,3.418819468
27,6.583333333,29,0,Ashford,1004,91602,3.636267622,FALSE,16.71862756
29,14.91666667,75,0,Ashford,1004,91605,9.117050592,FALSE,24.27715214
29,10.71666667,75,0,Ashford,1004,130772,1.718173747,TRUE,1.162459532
29,9.466666667,75,0,Ashford,1004,130772,4.133321974,FALSE,23.23787937
29,5.116666667,75,0,Ashford,1004,62500,2.552765503,FALSE,22.39889803
29,2.4,75,0,Ashford,1004,91605,2.78985627,FALSE,9.639214005
29,1.216666667,75,0,Ashford,1004,130770,3.684954428,TRUE,20.7396512
30,10.1,45,0,Ashford,1004,62500,4.341265458,TRUE,10.73042597
30,3.216666667,45,0,Ashford,1004,91605,5.263176047,FALSE,14.37395314
31,18,75,44,Ashford,1004,130772,8.345668309,FALSE,22.33610715
31,16.01666667,75,44,Ashford,1004,91603,12.4484776,FALSE,24.45997868
100,4.416666667,100,50,Ashford,1004,62500,12.08674325,TRUE,23.50280954
100,3.816666667,100,50,Ashford,1004,62500,9.640656647,FALSE,23.31227867
32,17.68333333,50,0,Ashford,1004,91598,9.609029804,FALSE,23.89673816
32,9.183333333,50,0,Ashford,1004,91602,2.103942093,TRUE,4.774965915
101,14.41666667,29,0,Ashford,1004,130770,2.847317402,FALSE,2.228183156
33,11.81666667,0,0,Ashford,1004,130772,3.443650684,FALSE,3.476800436
34,18.8,29,75,Ashford,1004,130772,13.38242129,FALSE,23.34590809
34,16.98333333,29,75,Ashford,1004,130770,13.29965656,TRUE,25.48851065
34,8,29,75,Ashford,1004,91605,5.944937304,FALSE,19.12909792
72,39.08333333,58,21,Ashford,1009,84721,3.183764055,FALSE,1.624131785
72,37.7,58,21,Ashford,1009,93793,13.63727548,FALSE,26.674575
72,31.96666667,58,21,Ashford,1009,84718,2.319451787,FALSE,7.850577791
72,20.31666667,58,21,Ashford,1009,93794,1.442323835,TRUE,5.777636556
72,20.03333333,58,21,Ashford,1009,84719,8.40501328,FALSE,33.82047433
79,35.7,26,36,Ashford,1009,84718,6.468467069,FALSE,24.81378243
79,21.18333333,26,36,Ashford,1009,84721,12.33733785,FALSE,25.30224988
79,20.13333333,26,36,Ashford,1009,93793,9.221988961,TRUE,22.3964759
95,37.38333333,43,0,Ashford,1009,84719,3.078807452,FALSE,5.078224218
95,29.91666667,43,0,Ashford,1009,93794,3.323855258,FALSE,7.351223354
95,23.9,43,0,Ashford,1009,93794,6.230912904,TRUE,5.113946666
76,32.95,43,50,Ashford,1009,84709,2.271289302,TRUE,2.588591076
75,36.71666667,50,34,Ashford,1009,93794,7.272729132,FALSE,22.27240685
75,36.11666667,50,34,Ashford,1009,108030,11.31916427,FALSE,23.16971043
75,33.5,50,34,Ashford,1009,108030,14.45905532,FALSE,26.14575316
75,27.98333333,50,34,Ashford,1009,84709,9.375649413,TRUE,28.90142459
75,27.46666667,50,34,Ashford,1009,84709,7.170824295,FALSE,24.46749665
75,25.45,50,34,Ashford,1009,84709,10.79175205,TRUE,25.57536835
75,24.71666667,50,34,Ashford,1009,93793,5.536878014,TRUE,9.286071477
75,22.36666667,50,34,Ashford,1009,84721,13.37701951,TRUE,25.14462702
75,20.45,50,34,Ashford,1009,93794,6.137749314,FALSE,26.53596145
78,31.21666667,27,0,Ashford,1009,93794,4.020669085,FALSE,1.872103766
78,30.6,27,0,Ashford,1009,93794,2.240412586,FALSE,3.341631773
78,28.85,27,0,Ashford,1009,93794,2.302177374,FALSE,3.281250079
78,21.48333333,27,0,Ashford,1009,93794,1.523684405,FALSE,2.063217998
27,38.73333333,33,0,Ashford,1004,62500,3.86084757,FALSE,9.42355314
27,38.36666667,33,0,Ashford,1004,130770,4.609612892,TRUE,9.409619567
27,29.58333333,33,0,Ashford,1004,62500,2.376347539,TRUE,10.30872558
29,39.76666667,43,33,Ashford,1004,130772,4.347760453,FALSE,10.07017857
29,30.86666667,43,33,Ashford,1004,91605,4.396631638,FALSE,18.1145623
29,27.33333333,43,33,Ashford,1004,130772,8.476940149,TRUE,27.73603469
29,26.31666667,43,33,Ashford,1004,130770,8.723719012,TRUE,25.60403943
30,37.55,50,0,Ashford,1004,91605,7.131771936,FALSE,25.72398333
30,32.61666667,50,0,Ashford,1004,62500,11.07827014,FALSE,24.45605763
30,31.61666667,50,0,Ashford,1004,91603,4.225355102,TRUE,5.025325933
32,36.56666667,57,0,Ashford,1004,130770,3.409323211,TRUE,6.542551889
32,34.9,57,0,Ashford,1004,62500,14.92453539,FALSE,23.52631161
32,33.78333333,57,0,Ashford,1004,62500,4.470974867,TRUE,20.22924148
32,22.5,57,0,Ashford,1004,91598,3.394084083,FALSE,25.32356814
34,37.9,40,75,Ashford,1004,130770,2.516395725,TRUE,11.62751405
34,30.35,40,75,Ashford,1004,91598,9.936639654,TRUE,19.98382778
89,8.4,50,0,Bethlehem,1003,91602,8.086556503,FALSE,23.72489217
19,4.766666667,0,33,Bethlehem,1003,91604,11.9235751,TRUE,23.61749654
20,8.333333333,36,0,Bethlehem,1003,62500,2.203615941,TRUE,2.030561679
20,4.016666667,36,0,Bethlehem,1003,130772,2.66033239,FALSE,4.009602604
20,3.85,36,0,Bethlehem,1003,130772,2.895495114,FALSE,10.76849558
20,3.716666667,36,0,Bethlehem,1003,130772,10.79922961,FALSE,23.27033228
45,16.58333333,67,0,Bethlehem,1003,130772,2.887735655,TRUE,6.495713566
45,15.9,67,0,Bethlehem,1003,91602,2.361487007,TRUE,4.54809396
45,6.233333333,67,0,Bethlehem,1003,130772,1.354907478,FALSE,5.041428888
22,17.98333333,75,42,Bethlehem,1003,91602,11.26234434,FALSE,22.57522927
22,14.28333333,75,42,Bethlehem,1003,130772,6.34590535,TRUE,25.38681366
22,12.3,75,42,Bethlehem,1003,56302,5.891857032,TRUE,23.76084106
22,10.7,75,42,Bethlehem,1003,91602,5.563636245,TRUE,12.26853481
22,6.683333333,75,42,Bethlehem,1003,56302,8.547847547,FALSE,25.22982023
22,2.566666667,75,42,Bethlehem,1003,62500,7.360842203,TRUE,22.45555401
22,0.6,75,42,Bethlehem,1003,130772,2.609478747,FALSE,2.336144693
26,19.73333333,44,33,Bethlehem,1003,130772,13.89274439,FALSE,23.35707603
26,8.783333333,44,33,Bethlehem,1003,91604,13.66776562,FALSE,25.04549097
26,7.366666667,44,33,Bethlehem,1003,62500,13.23767714,FALSE,20.64114536
26,5.666666667,44,33,Bethlehem,1003,91598,2.573837277,TRUE,4.55880008
26,1.633333333,44,33,Bethlehem,1003,130772,10.29561728,TRUE,23.60623498
73,9.616666667,47,25,Bethlehem,1009,80340,3.276021829,FALSE,11.58600252
73,7.2,47,25,Bethlehem,1009,80343,2.813616325,TRUE,4.002646314
73,5.933333333,47,25,Bethlehem,1009,102144,12.94719773,FALSE,27.63220855
95,17.63333333,45,0,Bethlehem,1009,129265,1.007987034,FALSE,3.274667855
95,16.21666667,45,0,Bethlehem,1009,102144,2.401189395,FALSE,15.80361251
95,10.4,45,0,Bethlehem,1009,80343,4.648828723,TRUE,9.330019081
95,5.216666667,45,0,Bethlehem,1009,107356,3.054990594,FALSE,22.29181387
79,19.46666667,23,37,Bethlehem,1009,102144,5.896305713,TRUE,23.11038996
79,12.81666667,23,37,Bethlehem,1009,110609,7.679859903,FALSE,18.90705508
79,5.1,23,37,Bethlehem,1009,107356,9.468407042,FALSE,26.30298556
74,4.383333333,75,50,Bethlehem,1009,102144,1.800320406,TRUE,12.12203651
75,16.46666667,56,35,Bethlehem,1009,107356,6.898149255,TRUE,13.78470216
75,15.68333333,56,35,Bethlehem,1009,102144,10.98384662,TRUE,24.80430995
75,12.65,56,35,Bethlehem,1009,62330,10.56481678,TRUE,12.184178
75,3.333333333,56,35,Bethlehem,1009,98247,11.34591557,FALSE,24.03583174
75,0.416666667,56,35,Bethlehem,1009,80340,14.93602257,TRUE,23.86328959
76,18.63333333,38,43,Bethlehem,1009,129265,3.090171627,FALSE,5.892122842
77,7.9,100,0,Bethlehem,1009,110609,5.000467292,TRUE,14.84521551
89,37.21666667,57,0,Bethlehem,1003,91602,4.254560119,TRUE,5.406140437
20,29.8,44,0,Bethlehem,1003,56302,3.327239263,FALSE,1.183987837
20,29.46666667,44,0,Bethlehem,1003,130772,4.956577281,TRUE,4.081504736
20,26.65,44,0,Bethlehem,1003,56302,4.416934346,TRUE,2.918223729
20,24.36666667,44,0,Bethlehem,1003,91598,3.087430817,FALSE,14.69894897
20,21.8,44,0,Bethlehem,1003,130772,5.818336414,TRUE,3.347823538
20,21.05,44,0,Bethlehem,1003,130772,2.774361022,TRUE,3.770547388
45,36.48333333,71,0,Bethlehem,1003,62500,5.68379562,TRUE,12.07037266
45,35.43333333,71,0,Bethlehem,1003,130772,3.726378592,TRUE,14.19706813
45,25.18333333,71,0,Bethlehem,1003,91598,0.139695994,TRUE,2.786489861
22,39.36666667,73,36,Bethlehem,1003,91598,7.21708591,FALSE,23.9544248
22,34.41666667,73,36,Bethlehem,1003,56302,3.143662813,TRUE,4.88571827
22,29.86666667,73,36,Bethlehem,1003,130772,3.41088251,FALSE,22.61717842
22,25.81666667,73,36,Bethlehem,1003,56302,9.728752804,TRUE,19.16877595
24,38.7,50,0,Bethlehem,1003,91602,4.702543692,TRUE,1.813316439
26,33.21666667,36,38,Bethlehem,1003,56302,13.98924092,TRUE,26.37562855
26,32.43333333,36,38,Bethlehem,1003,91604,12.80224631,TRUE,27.85501191
26,31.48333333,36,38,Bethlehem,1003,62500,6.466831924,FALSE,30.96390152
26,29.05,36,38,Bethlehem,1003,91598,11.03282883,FALSE,24.00380685
26,28.13333333,36,38,Bethlehem,1003,91598,3.706135381,FALSE,10.661567
73,29.65,41,25,Bethlehem,1009,107356,4.294051829,FALSE,18.78324911
95,38.96666667,48,0,Bethlehem,1009,129265,3.099965004,FALSE,6.394804914
95,33.36666667,48,0,Bethlehem,1009,107356,3.778322805,FALSE,6.454963279
95,27.98333333,48,0,Bethlehem,1009,110609,3.109255028,TRUE,8.507461681
95,22.73333333,48,0,Bethlehem,1009,110609,1.023706201,TRUE,3.989166867
95,21.65,48,0,Bethlehem,1009,80340,7.482499949,FALSE,24.37744594
79,39.75,24,33,Bethlehem,1009,98247,5.555019234,FALSE,14.23673822
79,34.9,24,33,Bethlehem,1009,102144,1.909925162,TRUE,14.98610609
79,26.28333333,24,33,Bethlehem,1009,62330,10.71648357,FALSE,24.12821012
74,35.08333333,60,25,Bethlehem,1009,107356,2.867996536,FALSE,22.51107669
74,34.08333333,60,25,Bethlehem,1009,107356,2.672435002,FALSE,0.543759022
74,20.81666667,60,25,Bethlehem,1009,98247,10.88396653,FALSE,22.98407138
76,37.63333333,41,38,Bethlehem,1009,102144,8.653446089,FALSE,28.63836836
76,33.71666667,41,38,Bethlehem,1009,107356,4.435973524,FALSE,5.1509188
75,24.1,52,31,Bethlehem,1009,80340,6.093446466,FALSE,5.635108934
77,30.91666667,50,0,Bethlehem,1009,80340,2.552046477,FALSE,6.877770684
117,4.183333333,50,0,Bethlehem,1011,56302,3.114196417,TRUE,5.424287296
117,3.566666667,50,0,Bethlehem,1011,62500,14.12172095,FALSE,23.26891634
118,17.35,33,40,Bethlehem,1011,91605,13.48076556,TRUE,26.02787228
118,0.766666667,33,40,Bethlehem,1011,130773,3.98652302,FALSE,10.34118478
119,19.31666667,0,0,Bethlehem,1011,91605,9.126781507,FALSE,24.26817744
119,12.4,0,0,Bethlehem,1011,130770,5.028424355,FALSE,24.13516157
120,15.43333333,50,20,Bethlehem,1011,130772,10.53705499,TRUE,23.58749302
120,14.53333333,50,20,Bethlehem,1011,130770,13.18402564,FALSE,25.07499995
121,13.03333333,0,0,Bethlehem,1011,62500,8.474701853,FALSE,23.58117644
122,19.2,67,0,Bethlehem,1011,91597,2.217326047,TRUE,7.29202616
122,16.83333333,67,0,Bethlehem,1011,91603,4.206816071,TRUE,2.382301039
122,10.15,67,0,Bethlehem,1011,130773,2.199477191,TRUE,4.050710866
122,6.566666667,67,0,Bethlehem,1011,62500,3.11488762,TRUE,0.869274021
122,5.616666667,67,0,Bethlehem,1011,130773,1.775371023,TRUE,4.337166246
123,8.7,0,56,Bethlehem,1011,130772,8.88024424,TRUE,23.36228319
123,8.066666667,0,56,Bethlehem,1011,130772,8.812955498,TRUE,23.66714294
123,7.35,0,56,Bethlehem,1011,130770,3.989281542,TRUE,26.06545306
123,5.716666667,0,56,Bethlehem,1011,91605,3.350360974,FALSE,24.79144815
72,14.36666667,67,40,Bethlehem,1009,95231,2.352158649,TRUE,21.00934151
72,10.85,67,40,Bethlehem,1009,95231,6.513704415,TRUE,29.21202915
72,10.43333333,67,40,Bethlehem,1009,95231,6.021682193,FALSE,25.79901463
72,7.716666667,67,40,Bethlehem,1009,95232,4.783092292,TRUE,4.37671926
72,6.95,67,40,Bethlehem,1009,66229,4.021331624,TRUE,6.545571809
72,6.05,67,40,Bethlehem,1009,95232,4.068100045,FALSE,19.77598532
73,15.85,44,20,Bethlehem,1009,63698,7.859625252,FALSE,26.48938696
73,14.91666667,44,20,Bethlehem,1009,81433,3.402382938,FALSE,7.185438833
73,12.21666667,44,20,Bethlehem,1009,63711,4.020122911,FALSE,18.18996284
73,1.083333333,44,20,Bethlehem,1009,95231,3.483252547,FALSE,17.81753644
73,0.583333333,44,20,Bethlehem,1009,95231,9.742108971,TRUE,27.19634008
79,16.45,0,14,Bethlehem,1009,95232,4.807352058,TRUE,26.96888896
79,2.533333333,0,14,Bethlehem,1009,63698,3.507408237,FALSE,24.1654087
95,19.56666667,45,0,Bethlehem,1009,63711,5.791090599,FALSE,19.03973414
95,18.33333333,45,0,Bethlehem,1009,63711,3.35183049,FALSE,19.3514078
109,8.4,0,0,Bethlehem,1009,66229,12.49599774,FALSE,23.11113167
76,17.23333333,50,0,Bethlehem,1009,95231,7.495552709,FALSE,27.5243326
76,12.8,50,0,Bethlehem,1009,66229,0.987320271,TRUE,3.301837441
76,11.06666667,50,0,Bethlehem,1009,95401,3.245999495,FALSE,8.833923524
76,5,50,0,Bethlehem,1009,81433,3.246309531,TRUE,11.53305281
75,9.766666667,60,17,Bethlehem,1009,63698,3.155282948,FALSE,19.2832763
75,4.416666667,60,17,Bethlehem,1009,63698,3.311828821,TRUE,11.1220597
78,17.76666667,50,0,Bethlehem,1009,95231,2.665019688,TRUE,3.967013139
124,32.7,40,50,Bethlehem,1011,130772,9.734592853,TRUE,22.92206054
117,37.73333333,67,0,Bethlehem,1011,91605,6.110905125,TRUE,0.835229956
118,26.81666667,33,40,Bethlehem,1011,91605,1.736010844,TRUE,6.202354047
118,22.33333333,33,40,Bethlehem,1011,91605,2.575198173,FALSE,0.941983957
119,34.16666667,0,0,Bethlehem,1011,130770,1.589315564,FALSE,23.16761513
119,27.33333333,0,0,Bethlehem,1011,130770,1.856352502,FALSE,25.91310387
120,28.25,50,29,Bethlehem,1011,130772,6.667535471,TRUE,25.58738243
120,26.36666667,50,29,Bethlehem,1011,91605,10.56746545,FALSE,24.18886527
121,35.63333333,0,17,Bethlehem,1011,62500,8.463810538,FALSE,22.9595021
121,33.93333333,0,17,Bethlehem,1011,130773,10.93282077,FALSE,25.0850926
121,28.7,0,17,Bethlehem,1011,91603,3.204821512,FALSE,6.869431849
121,23.51666667,0,17,Bethlehem,1011,91604,10.37618959,TRUE,23.62984167
122,38.18333333,65,0,Bethlehem,1011,130772,2.159405921,FALSE,7.449622425
122,36.95,65,0,Bethlehem,1011,91605,2.805870198,TRUE,2.632411573
122,36.41666667,65,0,Bethlehem,1011,91597,5.481718152,TRUE,2.111151073
122,21.46666667,65,0,Bethlehem,1011,91597,1.209580347,TRUE,12.94750866
123,33.2,0,64,Bethlehem,1011,91598,8.970133958,TRUE,23.23544255
123,29.96666667,0,64,Bethlehem,1011,130770,9.532510967,TRUE,23.3067904
123,29.38333333,0,64,Bethlehem,1011,91597,5.973753796,FALSE,10.45665267
123,25.96666667,0,64,Bethlehem,1011,91605,3.459947172,TRUE,23.76958821
123,24.3,0,64,Bethlehem,1011,130770,1.66166368,TRUE,26.60480574
72,33.66666667,57,25,Bethlehem,1009,134161,8.212136511,FALSE,25.58915655
72,31.71666667,57,25,Bethlehem,1009,134161,2.752045957,FALSE,21.04563501
72,30.46666667,57,25,Bethlehem,1009,134161,2.285712041,FALSE,11.4624704
72,27.21666667,57,25,Bethlehem,1009,134161,3.131028534,FALSE,24.97091551
72,21.95,57,25,Bethlehem,1009,66229,3.630246124,FALSE,4.143326841
72,20.35,57,25,Bethlehem,1009,63711,10.67342018,FALSE,31.79762048
73,20.5,40,17,Bethlehem,1009,95232,6.566855944,FALSE,25.84830256
94,38,67,0,Bethlehem,1009,95232,4.79622677,TRUE,3.224030905
94,29.7,67,0,Bethlehem,1009,66229,2.961684612,FALSE,6.639179193
79,36.16666667,13,30,Bethlehem,1009,95232,1.233652555,TRUE,3.076794772
79,34.66666667,13,30,Bethlehem,1009,95401,6.212938238,TRUE,25.33539509
79,34.06666667,13,30,Bethlehem,1009,134161,1.815123062,FALSE,1.628420733
79,25.45,13,30,Bethlehem,1009,134161,9.98102276,FALSE,26.5117143
95,39.78333333,42,0,Bethlehem,1009,95231,4.523111239,FALSE,23.31596066
76,38.01666667,40,0,Bethlehem,1009,66229,0.590295968,FALSE,1.595395951
76,29.25,40,0,Bethlehem,1009,95401,10.07218575,FALSE,30.28147303
75,38.38333333,56,20,Bethlehem,1009,63698,4.040580569,TRUE,18.57068614
75,37.36666667,56,20,Bethlehem,1009,95232,4.080185903,FALSE,19.84692737
75,35.15,56,20,Bethlehem,1009,95403,3.517735252,FALSE,6.66146669
75,27.83333333,56,20,Bethlehem,1009,63698,2.51538603,TRUE,17.92471133
75,26.68333333,56,20,Bethlehem,1009,134161,8.547948286,FALSE,25.60178935
75,26.25,56,20,Bethlehem,1009,134161,13.93141595,FALSE,25.4714413
75,20.26666667,56,20,Bethlehem,1009,95401,4.266749764,FALSE,9.745411466
72,2.833333333,0,0,Bethlehem,1009,134153,5.735697507,FALSE,23.10871526
73,12.7,50,0,Bethlehem,1009,134153,6.808912144,FALSE,28.79391932
73,3.6,50,0,Bethlehem,1009,98237,2.468109883,TRUE,3.313466487
73,0.45,50,0,Bethlehem,1009,134153,8.423465175,FALSE,4.779093895
95,17.5,40,0,Bethlehem,1009,98237,5.47839473,FALSE,20.5554251
95,15.66666667,40,0,Bethlehem,1009,98227,5.243707156,FALSE,25.89180748
95,5.633333333,40,0,Bethlehem,1009,134152,1.953756059,FALSE,5.528317621
95,4.2,40,0,Bethlehem,1009,98227,3.829936321,TRUE,5.448891531
79,17.43333333,0,0,Bethlehem,1009,98231,10.79797565,FALSE,28.66217779
79,4.933333333,0,0,Bethlehem,1009,98231,3.583380248,FALSE,25.15015699
79,4.3,0,0,Bethlehem,1009,98227,11.65959578,FALSE,22.39692622
74,11.33333333,0,0,Bethlehem,1009,98230,9.896349726,FALSE,23.16296508
75,17.1,33,0,Bethlehem,1009,134152,4.125978175,FALSE,26.94493492
75,14.36666667,33,0,Bethlehem,1009,134152,1.185473322,FALSE,8.470349295
75,9.7,33,0,Bethlehem,1009,98227,3.889815983,TRUE,11.78877764
75,9.366666667,33,0,Bethlehem,1009,98227,3.377520808,FALSE,17.96952758
76,18.98333333,50,0,Bethlehem,1009,98231,1.853430699,TRUE,3.083588195
76,1.083333333,50,0,Bethlehem,1009,134151,3.604699683,FALSE,12.08753581
78,14.31666667,0,0,Bethlehem,1009,98237,1.996115471,FALSE,4.731651516
125,16.68333333,0,29,Bethlehem,1012,91598,2.932257977,TRUE,24.60260068
125,7.683333333,0,29,Bethlehem,1012,91605,2.914586431,FALSE,23.53725127
125,6.433333333,0,29,Bethlehem,1012,91605,4.452661963,FALSE,26.58148797
125,3.966666667,0,29,Bethlehem,1012,56302,7.173048536,FALSE,27.00878216
126,19.75,60,0,Bethlehem,1012,91605,0.947481372,FALSE,3.693335594
126,17.91666667,60,0,Bethlehem,1012,91597,5.75811722,TRUE,3.464896351
126,10.03333333,60,0,Bethlehem,1012,62500,0.682036056,TRUE,3.138851832
126,7.033333333,60,0,Bethlehem,1012,91598,2.981090453,TRUE,3.288868235
127,13.98333333,33,0,Bethlehem,1012,62500,2.713129712,FALSE,5.078140493
127,9.566666667,33,0,Bethlehem,1012,91598,6.196430711,FALSE,26.16971913
127,5.366666667,33,0,Bethlehem,1012,91598,6.444525209,TRUE,20.39818228
127,0.716666667,33,0,Bethlehem,1012,56302,9.000809793,FALSE,24.12844567
128,17.28333333,100,0,Bethlehem,1012,91598,6.885048131,FALSE,22.91001011
128,1.283333333,100,0,Bethlehem,1012,130773,8.120711945,FALSE,23.7512797
129,3.066666667,0,100,Bethlehem,1012,130772,6.9318404,TRUE,24.18342972
130,15.85,100,0,Bethlehem,1012,91605,5.781783105,FALSE,24.94894603
130,9.233333333,100,0,Bethlehem,1012,91604,3.432266725,TRUE,3.559191266
131,14.53333333,75,0,Bethlehem,1012,56302,5.396187958,FALSE,25.51797638
131,13.55,75,0,Bethlehem,1012,62500,5.585167343,TRUE,5.089348523
131,13.06666667,75,0,Bethlehem,1012,62500,4.306454629,TRUE,10.10289598
132,4.433333333,0,0,Bethlehem,1012,91605,4.55233545,FALSE,2.304495273
132,1.95,0,0,Bethlehem,1012,130770,10.12641829,FALSE,25.21798944
73,32.73333333,60,0,Bethlehem,1009,98227,5.492028165,FALSE,24.75052345
73,29.16666667,60,0,Bethlehem,1009,134150,12.95750303,FALSE,24.2499817
72,24.55,50,33,Bethlehem,1009,134153,4.860058135,TRUE,28.66866777
72,23.96666667,50,33,Bethlehem,1009,134153,1.382359265,FALSE,27.56052179
72,21.6,50,33,Bethlehem,1009,134153,1.7912455,TRUE,4.890843386
72,20.38333333,50,33,Bethlehem,1009,134153,2.122013732,TRUE,3.379185567
95,37.81666667,56,0,Bethlehem,1009,98237,3.398205953,TRUE,6.044774752
95,36.63333333,56,0,Bethlehem,1009,134150,3.331700693,TRUE,5.659472774
95,30.5,56,0,Bethlehem,1009,98227,3.120877386,TRUE,1.339611608
95,22.11666667,56,0,Bethlehem,1009,98230,6.229679346,FALSE,23.14671706
79,38.91666667,0,0,Bethlehem,1009,98231,5.407009461,FALSE,16.08198362
79,37.4,0,0,Bethlehem,1009,98230,10.54927408,FALSE,23.22604586
79,26.86666667,0,0,Bethlehem,1009,134150,2.926180074,FALSE,11.90710132
79,23.36666667,0,0,Bethlehem,1009,98227,13.5518455,FALSE,26.3606225
74,32.26666667,50,50,Bethlehem,1009,134153,10.89458042,TRUE,23.39768879
74,28.01666667,50,50,Bethlehem,1009,98231,3.488150145,FALSE,2.295333908
74,26.1,50,50,Bethlehem,1009,134153,5.289432478,TRUE,3.473246046
75,35.58333333,67,17,Bethlehem,1009,98230,4.58789198,TRUE,9.40432513
75,20.95,67,17,Bethlehem,1009,98230,6.130675104,TRUE,23.52560335
75,20.1,67,17,Bethlehem,1009,134153,7.761303251,FALSE,34.04735129
125,37.16666667,29,20,Bethlehem,1012,62500,7.921617224,FALSE,28.33713985
125,29,29,20,Bethlehem,1012,91598,12.12689092,FALSE,26.6694368
125,28.4,29,20,Bethlehem,1012,130770,3.430699888,TRUE,6.745027243
